Subject	Activity	tBodyAcc	tGravityAcc	tBodyAccJerk	tBodyGyro	tBodyGyroJerk	tBodyAccMag	tGravityAccMag	tBodyAccJerkMag	tBodyGyroMag	tBodyGyroJerkMag	fBodyAcc	fBodyAccJerk	fBodyGyro	fBodyAccMag	fBodyBodyAccJerkMag	fBodyBodyGyroMag	fBodyBodyGyroJerkMag
2	STANDING	-0.471478492333333	-0.373360821666667	-0.483239374666667	-0.499977287333333	-0.529181088333333	-0.9941791	-0.9941791	-0.99016348	-0.99472656	-0.996194265	-0.991721333333333	-0.9884449	-0.994408656666667	-0.995005575	-0.9909027	-0.99554513	-0.997024375
2	STANDING	-0.472739450666667	-0.373309678333333	-0.481567662533333	-0.499381993166667	-0.528951834333333	-0.993112875	-0.993112875	-0.991983655	-0.99485363	-0.996360225	-0.991398275	-0.989450661666667	-0.994975771666667	-0.99396447	-0.994364515	-0.99606261	-0.997420945
2	STANDING	-0.4734332995	-0.372879688333333	-0.475608673666667	-0.495157566833333	-0.529720712333333	-0.988253745	-0.988253745	-0.99239215	-0.9881595	-0.994970945	-0.990248403333333	-0.990143521666667	-0.988834498333333	-0.98828516	-0.993026665	-0.988172505	-0.99552196
2	STANDING	-0.464292185	-0.373363008333333	-0.474754060833333	-0.4972485045	-0.530002164666667	-0.9857938	-0.9857938	-0.99217069	-0.98768897	-0.99453488	-0.982509408333333	-0.99039486	-0.988737493333333	-0.988445445	-0.991167155	-0.988898885	-0.99473002
2	STANDING	-0.455026943333333	-0.36964687	-0.484693312833333	-0.4575878435	-0.534234888333333	-0.96892523	-0.96892523	-0.977989405	-0.822856625	-0.97618298	-0.97369249	-0.979507613333333	-0.896438388333333	-0.969154965	-0.970169905	-0.763623655	-0.967094145
2	STANDING	-0.400653180833333	-0.345815803833333	-0.508823322166667	-0.504806985501667	-0.520310152166667	-0.86687177	-0.86687177	-0.972131355	-0.9520481	-0.98443482	-0.87886577	-0.972477223333333	-0.97114537	-0.858904475	-0.96897636	-0.967757165	-0.984083885
2	STANDING	-0.449511244	-0.387415317	-0.459679349833333	-0.5005446429	-0.525731685833333	-0.941801475	-0.941801475	-0.98765928	-0.96970927	-0.993676575	-0.94301653	-0.98530365	-0.983001286666667	-0.94925709	-0.988817625	-0.976270605	-0.994799455
2	STANDING	-0.4586284355	-0.403668428666667	-0.479523347066667	-0.4969269065	-0.5278163455	-0.974904355	-0.974904355	-0.99104589	-0.985998575	-0.993859275	-0.984951576666667	-0.989143238333333	-0.98655959	-0.97821257	-0.99068703	-0.989048055	-0.99510989
2	STANDING	-0.4478387115	-0.404470928666667	-0.476776150833333	-0.476174259833333	-0.514769844	-0.940882815	-0.940882815	-0.9489538	-0.94178659	-0.96542259	-0.946183026666667	-0.955848896666667	-0.953068393333333	-0.932243185	-0.932397315	-0.935772365	-0.9606007
2	STANDING	-0.454760213	-0.399814535833333	-0.463550369616667	-0.474298330833333	-0.508596329833333	-0.93113794	-0.93113794	-0.942539125	-0.93618313	-0.95762648	-0.935651801666667	-0.9478567	-0.944076815	-0.94128885	-0.932649745	-0.94382782	-0.95723031
2	STANDING	-0.435741114666667	-0.396761303833333	-0.4269721365	-0.4649713535	-0.490765582666667	-0.92572763	-0.92572763	-0.90512553	-0.914391355	-0.908904795	-0.914721133333333	-0.91997061	-0.92149743	-0.93708165	-0.877806875	-0.913095985	-0.88654561
2	STANDING	-0.399038333166667	-0.4008159135	-0.430760102121667	-0.426844092333333	-0.453201499333333	-0.872802885	-0.872802885	-0.88605104	-0.823137575	-0.85834875	-0.892788208333333	-0.895714506666667	-0.845005671666667	-0.86845988	-0.879602965	-0.796366305	-0.82929723
2	STANDING	-0.408323856333333	-0.373997941166667	-0.458684302033333	-0.437936642	-0.469685478333333	-0.881542325	-0.881542325	-0.921567205	-0.834637605	-0.88728852	-0.902308703333333	-0.92988742	-0.856528306666667	-0.86861335	-0.907495035	-0.798614045	-0.84819549
2	STANDING	-0.465297275666667	-0.3969249215	-0.4748334565	-0.490677979833333	-0.51992465	-0.97820933	-0.97820933	-0.979856565	-0.967704645	-0.98167387	-0.97532727	-0.978041748333333	-0.969417271666667	-0.9805384	-0.98180815	-0.976821145	-0.982508255
2	STANDING	-0.4689740725	-0.400888779166667	-0.4792991265	-0.491539019833333	-0.5230664295	-0.97309327	-0.97309327	-0.98483608	-0.97780087	-0.986849345	-0.976583248333333	-0.9823214	-0.980201068333333	-0.975105975	-0.98702825	-0.983313425	-0.986166705
2	STANDING	-0.4668563225	-0.397638349666667	-0.473018764666667	-0.4903399495	-0.530919979166667	-0.973896535	-0.973896535	-0.9912306	-0.981246255	-0.99292759	-0.976424315	-0.988553051666667	-0.980623768333333	-0.97619588	-0.992739105	-0.985323825	-0.99340981
2	STANDING	-0.4630166295	-0.406916503333333	-0.47951657935	-0.493983998833333	-0.529114249333333	-0.98510865	-0.98510865	-0.990585235	-0.984935735	-0.99418857	-0.98222299	-0.988190465	-0.98536264	-0.986617025	-0.99234882	-0.98698305	-0.99510464
2	STANDING	-0.465020576666667	-0.406586952	-0.481175454333333	-0.497464017666667	-0.528549672333333	-0.985905225	-0.985905225	-0.989445425	-0.98968821	-0.994384915	-0.982599908333333	-0.986947088333333	-0.988898703333333	-0.986013995	-0.99052732	-0.991493785	-0.995049175
2	STANDING	-0.46117326165	-0.407749300666667	-0.474671263	-0.499578886666667	-0.528452681666667	-0.98201612	-0.98201612	-0.992741625	-0.991169525	-0.99543343	-0.981619768333333	-0.989888903333333	-0.990952083333333	-0.984835315	-0.994166895	-0.9934263	-0.995999185
2	STANDING	-0.461054941583333	-0.400217111833333	-0.474647048666667	-0.493652809666667	-0.529181583166667	-0.982090515	-0.982090515	-0.991176025	-0.97616911	-0.990878685	-0.981952273333333	-0.989412113333333	-0.981293016666667	-0.984451105	-0.991138655	-0.970101025	-0.989462285
2	SITTING	-0.4368354365	-0.297981751666667	-0.488934787245	-0.468410896666667	-0.527864677166667	-0.913559415	-0.913559415	-0.9717045	-0.935725875	-0.982131445	-0.927007331666667	-0.974218771666667	-0.955967708333333	-0.90580436	-0.96525578	-0.93558167	-0.97965833
2	SITTING	-0.4635600935	-0.315270315	-0.477094130966667	-0.488588076166667	-0.529255398	-0.96963091	-0.96963091	-0.99275936	-0.97743835	-0.995694235	-0.97459643	-0.990932318333333	-0.986768636666667	-0.968043085	-0.99252111	-0.98108849	-0.996009275
2	SITTING	-0.469361569333333	-0.331503356666667	-0.48297741165	-0.4941902325	-0.532087181833333	-0.994262495	-0.994262495	-0.994327145	-0.989806985	-0.997728635	-0.991422611666667	-0.99261513	-0.990447008333333	-0.994104065	-0.994347895	-0.990673825	-0.99791991
2	SITTING	-0.462536772633333	-0.329920811666667	-0.480622306183333	-0.4925564315	-0.529595644833333	-0.979413885	-0.979413885	-0.9930871	-0.976377765	-0.99519892	-0.983650668333333	-0.990827633333333	-0.981668816666667	-0.97792974	-0.993556575	-0.97626846	-0.994769975
2	SITTING	-0.462826417283333	-0.325150158333333	-0.479411272983333	-0.4920126195	-0.523858171833333	-0.979253585	-0.979253585	-0.9896739	-0.97587896	-0.99258122	-0.982135856666667	-0.987505306666667	-0.977494541666667	-0.979039325	-0.989929075	-0.976996695	-0.99309917
2	SITTING	-0.4687310245	-0.328347903333333	-0.4812848624	-0.492485991833333	-0.5274596605	-0.986385425	-0.986385425	-0.98895485	-0.983695375	-0.99237265	-0.984333721666667	-0.986621723333333	-0.984009063333333	-0.98715756	-0.98989281	-0.985870705	-0.993734835
2	SITTING	-0.467612820666667	-0.327787545	-0.47662001	-0.493313321333333	-0.529186659833333	-0.986274935	-0.986274935	-0.990515705	-0.984522695	-0.993847355	-0.983960631666667	-0.988186306666667	-0.985231911666667	-0.987204055	-0.99161934	-0.98572828	-0.99490781
2	SITTING	-0.468478932	-0.328563391666667	-0.476759638166667	-0.498082062	-0.529239046166667	-0.99193393	-0.99193393	-0.991202895	-0.989754985	-0.9959437	-0.990499548333333	-0.989361965	-0.989941523333333	-0.991979575	-0.991400345	-0.99049644	-0.996365285
2	SITTING	-0.470008251166667	-0.329125176666667	-0.482926571233333	-0.498809079666667	-0.5301515255	-0.994878575	-0.994878575	-0.993136755	-0.99132078	-0.995952165	-0.992112078333333	-0.992259878333333	-0.990952755	-0.99459152	-0.99212505	-0.99269142	-0.996238725
2	SITTING	-0.470571986333333	-0.330530583333333	-0.483528249401667	-0.4994602225	-0.529166678833333	-0.99556996	-0.99556996	-0.99469298	-0.99282279	-0.996024955	-0.992541195	-0.993460951666667	-0.992517576666667	-0.995281295	-0.99341414	-0.99303154	-0.996105405
2	SITTING	-0.469198987166667	-0.329852715	-0.4798508801	-0.497678028	-0.528181369333333	-0.99159774	-0.99159774	-0.9923495	-0.98822926	-0.994198595	-0.988484911666667	-0.990770848333333	-0.988906021666667	-0.990946365	-0.99255581	-0.98718901	-0.99336771
2	SITTING	-0.467484530333333	-0.329596985	-0.480068865166667	-0.495250096833333	-0.525998486666667	-0.98971807	-0.98971807	-0.99228876	-0.98485983	-0.992174735	-0.987103555	-0.990443451666667	-0.984959548333333	-0.98937436	-0.99162605	-0.985319145	-0.99198237
2	SITTING	-0.466281560333333	-0.327890546666667	-0.48227074359	-0.4946916185	-0.5294326915	-0.987396415	-0.987396415	-0.992997385	-0.98538923	-0.99383086	-0.984432081666667	-0.991414633333333	-0.985729223333333	-0.988589685	-0.99149433	-0.98645368	-0.993187165
2	SITTING	-0.414135795166667	-0.271497879166667	-0.434215814333333	-0.556150944666667	-0.493028958333333	-0.857678195	-0.857678195	-0.955443685	-0.74628396	-0.978166135	-0.878997306666667	-0.95819968	-0.911979248333333	-0.85616564	-0.95292759	-0.849344625	-0.980414775
2	SITTING	-0.445773105216667	-0.330537576666667	-0.48212333	-0.508953328233333	-0.509931011	-0.9508618	-0.9508618	-0.98184174	-0.82716624	-0.98975135	-0.954064831666667	-0.98318022	-0.921777738333333	-0.95668723	-0.977820645	-0.855835515	-0.98937007
2	SITTING	-0.4720578105	-0.343489162333333	-0.4833182936	-0.500831169833333	-0.519302418666667	-0.984088155	-0.984088155	-0.993732695	-0.93201546	-0.99473334	-0.987326738333333	-0.99185885	-0.964778756666667	-0.987506085	-0.993014725	-0.93346514	-0.995170645
2	SITTING	-0.47201671	-0.34709706	-0.475789801906667	-0.494484254	-0.521797699	-0.99072745	-0.99072745	-0.98951504	-0.983649245	-0.99236773	-0.98989717	-0.988143843333333	-0.982925333333333	-0.99013947	-0.98947062	-0.986728015	-0.99242932
2	SITTING	-0.460808200666667	-0.35143406	-0.475013261883333	-0.4833747235	-0.522962994333333	-0.97288167	-0.97288167	-0.977203815	-0.96496748	-0.981309105	-0.972569718333333	-0.977100405	-0.971396071666667	-0.969585205	-0.97719966	-0.96786806	-0.98036074
2	SITTING	-0.458721416833333	-0.349756794666667	-0.479296965033333	-0.477824781166667	-0.520713786833333	-0.97174382	-0.97174382	-0.978241325	-0.96296962	-0.98110532	-0.969981191666667	-0.977445461666667	-0.966065206666667	-0.97060586	-0.97815975	-0.971450485	-0.983311445
2	SITTING	-0.464182157666667	-0.349360054833333	-0.47977015435	-0.4827515665	-0.525390487	-0.965537345	-0.965537345	-0.99094738	-0.974042165	-0.99055316	-0.975384978333333	-0.98863456	-0.978332078333333	-0.96976753	-0.99183164	-0.978411	-0.9914623
2	SITTING	-0.4680914835	-0.344925383333333	-0.476243198316667	-0.493456476	-0.5319941045	-0.966540335	-0.966540335	-0.99324817	-0.985481905	-0.994959525	-0.979479803333333	-0.991147455	-0.98530473	-0.9726885	-0.99439212	-0.987900845	-0.995396885
2	SITTING	-0.467712850666667	-0.353182292333333	-0.479226571166667	-0.502165632833333	-0.529418179166667	-0.988628115	-0.988628115	-0.99449246	-0.99166966	-0.996631495	-0.984665935	-0.991691456666667	-0.992943991666667	-0.99041356	-0.995802445	-0.99322106	-0.996672185
2	SITTING	-0.467580619	-0.355279892	-0.480977748633333	-0.499901354833333	-0.528803476666667	-0.990313535	-0.990313535	-0.99548549	-0.993210995	-0.99741691	-0.989096951666667	-0.993056151666667	-0.994597421666667	-0.991026785	-0.99597974	-0.99403731	-0.997481865
2	SITTING	-0.466603232333333	-0.353886665833333	-0.483125290533333	-0.4973419165	-0.531428647	-0.98733596	-0.98733596	-0.994488895	-0.98412696	-0.995754215	-0.987016788333333	-0.992100911666667	-0.987207005	-0.98734794	-0.99492717	-0.98287929	-0.996029445
2	LAYING	-0.457453917666667	-0.344649301666667	-0.4457488818	-0.4771292201	-0.501413853333333	-0.880085145	-0.880085145	-0.928599615	-0.842518365	-0.93454475	-0.932722003333333	-0.945259293333333	-0.921285865	-0.85926467	-0.90410352	-0.878884805	-0.916557155
2	LAYING	-0.461369378166667	-0.377778556666667	-0.477422324916667	-0.500018945166667	-0.527048473866667	-0.98015391	-0.98015391	-0.98613682	-0.916759945	-0.98747099	-0.98271511	-0.984722603333333	-0.960349765	-0.98028616	-0.98564348	-0.92990137	-0.98851068
2	LAYING	-0.468824051833333	-0.380487096666667	-0.4811954185	-0.504857095333333	-0.529678466666667	-0.992185845	-0.992185845	-0.99256083	-0.96668211	-0.99193632	-0.991903855	-0.99039513	-0.98007837	-0.99341497	-0.99346158	-0.97103962	-0.99199862
2	LAYING	-0.472268379333333	-0.381237531666667	-0.482758436666667	-0.505357899833333	-0.5273912205	-0.99521209	-0.99521209	-0.99425163	-0.989120735	-0.99498414	-0.99413065	-0.992695015	-0.993650133333333	-0.99567838	-0.994119825	-0.99386715	-0.99457387
2	LAYING	-0.471848033666667	-0.38422451	-0.4822578062	-0.5021694365	-0.527843262833333	-0.996814245	-0.996814245	-0.995566985	-0.992484235	-0.995787225	-0.994813525	-0.994377893333333	-0.996151515	-0.995899135	-0.99505017	-0.995856235	-0.99638838
2	LAYING	-0.472221675166667	-0.385001826666667	-0.4819847044	-0.500558817	-0.529791646166667	-0.997550555	-0.997550555	-0.995530165	-0.994217275	-0.99693096	-0.995914983333333	-0.99398882	-0.996785518333333	-0.996007015	-0.995486685	-0.995497965	-0.997451905
2	LAYING	-0.472380901	-0.38508917	-0.4804934237	-0.500006500666667	-0.529870971	-0.996801255	-0.996801255	-0.994914005	-0.99674054	-0.997857175	-0.994865938333333	-0.993224183333333	-0.996815875	-0.995803525	-0.99554124	-0.996929605	-0.998472675
2	LAYING	-0.468874627	-0.383528561666667	-0.47919438565	-0.499003071666667	-0.529513256166667	-0.992861785	-0.992861785	-0.994865045	-0.996809855	-0.997209835	-0.991799141666667	-0.993052623333333	-0.996644903333333	-0.99422374	-0.995672425	-0.99740466	-0.997657665
2	LAYING	-0.4677296595	-0.378500991666667	-0.4858395875	-0.499003542833333	-0.531206107166667	-0.99180198	-0.99180198	-0.993587975	-0.993961315	-0.99680602	-0.990387665	-0.992591371666667	-0.992983445	-0.994324505	-0.993792465	-0.995354	-0.996865855
2	LAYING	-0.469780253666667	-0.380884981666667	-0.486470825216667	-0.500418860833333	-0.529746641333333	-0.992743345	-0.992743345	-0.994597965	-0.99353167	-0.996538675	-0.989759453333333	-0.993724421666667	-0.993198871666667	-0.994975655	-0.99448763	-0.99476436	-0.99690767
2	LAYING	-0.462402825	-0.379343005	-0.481958871666667	-0.494405253166667	-0.529866501333333	-0.98304649	-0.98304649	-0.99771605	-0.98932724	-0.99615984	-0.982101073333333	-0.995251288333333	-0.990685508333333	-0.986260955	-0.99840571	-0.9912331	-0.996616125
2	LAYING	-0.412078486833333	-0.275912311666667	-0.4638394995	-0.373085473333333	-0.549050421	-0.856766085	-0.856766085	-0.970029715	-0.71016249	-0.97645298	-0.894164478333333	-0.972687853333333	-0.89416178	-0.85773354	-0.964607665	-0.808330645	-0.97459785
2	LAYING	-0.442313317333333	-0.327840955	-0.482687682633333	-0.436580625833333	-0.541602042	-0.928894655	-0.928894655	-0.98927719	-0.820527115	-0.98983073	-0.957751578333333	-0.986801278333333	-0.91966364	-0.94139906	-0.990471655	-0.850505995	-0.99033659
2	LAYING	-0.4654953645	-0.347865985	-0.47860479905	-0.4848907406	-0.536014841833333	-0.973287245	-0.973287245	-0.991819955	-0.933293025	-0.994115425	-0.9805858	-0.989459028333333	-0.96307246	-0.98111354	-0.99361252	-0.945007325	-0.99481394
2	LAYING	-0.4640713725	-0.353005213333333	-0.481337984833333	-0.496066623166667	-0.5327108045	-0.98118646	-0.98118646	-0.99147572	-0.969620505	-0.993851735	-0.985686875	-0.989531931666667	-0.971938525	-0.984692445	-0.99346569	-0.97817629	-0.993608805
2	LAYING	-0.468682360166667	-0.354089641666667	-0.480137805516667	-0.505260257833333	-0.526933857	-0.985089015	-0.985089015	-0.991459565	-0.98104213	-0.994163175	-0.986405408333333	-0.98920413	-0.988498526666667	-0.98822823	-0.99260545	-0.98671984	-0.99384344
2	LAYING	-0.464308112333333	-0.353709275	-0.477412790666667	-0.50134725	-0.526920171	-0.980451445	-0.980451445	-0.992839485	-0.98303367	-0.9951345	-0.985813493333333	-0.990369536666667	-0.988063591666667	-0.983740895	-0.99320767	-0.986021165	-0.995190565
2	LAYING	-0.4656533525	-0.351958476666667	-0.484687926666667	-0.501253729	-0.529540853666667	-0.98136236	-0.98136236	-0.99278404	-0.98463422	-0.99601376	-0.984665908333333	-0.99059065	-0.991483548333333	-0.98374992	-0.99313982	-0.986702655	-0.99633491
2	LAYING	-0.466277491333333	-0.353016393333333	-0.477848748366667	-0.495957903	-0.528658395333333	-0.980560735	-0.980560735	-0.990004685	-0.989702695	-0.99649161	-0.983836783333333	-0.988597226666667	-0.989401745	-0.98107339	-0.990210355	-0.992242005	-0.997285545
2	LAYING	-0.462001687333333	-0.350700668333333	-0.478411080266667	-0.494819856	-0.529016634666667	-0.97630822	-0.97630822	-0.99045082	-0.988693665	-0.995486565	-0.987109288333333	-0.988592935	-0.98827757	-0.978348125	-0.991764815	-0.99091731	-0.996496025
2	LAYING	-0.465494088166667	-0.34852461	-0.484730408326667	-0.4986073395	-0.528184127166667	-0.97954389	-0.97954389	-0.993543675	-0.988909805	-0.993092645	-0.982690036666667	-0.99101292	-0.989385506666667	-0.982815715	-0.995171155	-0.99013143	-0.994514705
2	LAYING	-0.466052856333333	-0.34755911	-0.480553110383333	-0.496241595	-0.5286903005	-0.98064222	-0.98064222	-0.994793515	-0.989443565	-0.99357664	-0.985050038333333	-0.991962111666667	-0.989426706666667	-0.98398722	-0.99601355	-0.99117813	-0.993163665
2	LAYING	-0.460430337	-0.346160426666667	-0.4834698485	-0.493674403833333	-0.5315545045	-0.975327035	-0.975327035	-0.99309509	-0.98653109	-0.99659357	-0.987160563333333	-0.991120613333333	-0.986932398333333	-0.979371715	-0.993385615	-0.98942161	-0.99649026
2	LAYING	-0.466298357833333	-0.343560871666667	-0.482287554233333	-0.4980473875	-0.530412065666667	-0.977112785	-0.977112785	-0.993122935	-0.986541315	-0.997252915	-0.982811626666667	-0.991028618333333	-0.989057131666667	-0.98389469	-0.99385891	-0.988238365	-0.997417435
2	WALKING	-0.1711099965	-0.380790193666667	-0.156817437666667	-0.2700041695	-0.329719213	-0.3999843	-0.3999843	-0.354380105	-0.4813149	-0.679052575	-0.374146075	-0.432731648333333	-0.543695491666667	-0.472758705	-0.31793915	-0.589087835	-0.71977782
2	WALKING	-0.134783554166667	-0.387441354166667	-0.0476712943333333	-0.271283708333333	-0.355158600833333	-0.367147255	-0.367147255	-0.26984199	-0.53223154	-0.665043465	-0.341207336666667	-0.360587985	-0.538680596666667	-0.46951013	-0.24906748	-0.64275284	-0.705439925
2	WALKING	-0.100318831	-0.386230708333333	-0.143195381	-0.274151782666667	-0.296996575333333	-0.346970215	-0.346970215	-0.194321675	-0.54680887	-0.66576	-0.280967454166667	-0.284058125333333	-0.534460036666667	-0.442383325	-0.12217207	-0.643531165	-0.70495383
2	WALKING	-0.1128740815	-0.386831785	-0.286135212833333	-0.271411116833333	-0.330624011666667	-0.37016965	-0.37016965	-0.246940075	-0.52796503	-0.663001735	-0.28596042	-0.323223897	-0.556144501666667	-0.47284342	-0.175555045	-0.61074171	-0.692336455
2	WALKING	-0.154115610833333	-0.388420767	-0.198594412333333	-0.296025901666667	-0.3727772396	-0.43196814	-0.43196814	-0.40793417	-0.549127845	-0.679527145	-0.37044017	-0.449284385	-0.578743838333333	-0.5481767	-0.41850595	-0.62243771	-0.71202903
2	WALKING	-0.172942593	-0.386465587833333	-0.147311399	-0.286214780833333	-0.314748998666667	-0.416850885	-0.416850885	-0.33916388	-0.547147345	-0.679826845	-0.377248098333333	-0.417775918333333	-0.556418156666667	-0.52318106	-0.313152895	-0.63086715	-0.71899645
2	WALKING	-0.153883871	-0.3859518595	-0.162359776666667	-0.287807123166667	-0.383276288833333	-0.39969673	-0.39969673	-0.28415873	-0.57059261	-0.68319694	-0.371254843333333	-0.379400035	-0.556318346666667	-0.499991485	-0.247329715	-0.67279112	-0.742450445
2	WALKING	-0.1318051975	-0.384107666166667	-0.192416055666667	-0.295674021	-0.348674661666667	-0.387148795	-0.387148795	-0.290844725	-0.576030945	-0.6664886	-0.343776015	-0.368963103333333	-0.550337961666667	-0.483006995	-0.275645295	-0.67362445	-0.72338308
2	WALKING	-0.139024824666667	-0.389473664333333	-0.1497234435	-0.2825961245	-0.254675633333333	-0.391021175	-0.391021175	-0.291496655	-0.55704603	-0.64234941	-0.345728478333333	-0.3656863355	-0.544750675	-0.483931795	-0.239330875	-0.65423921	-0.674993695
2	WALKING	-0.1487877295	-0.390854315	-0.136186376166667	-0.269348688333333	-0.315462677833333	-0.40955075	-0.40955075	-0.29511681	-0.5147693	-0.66207723	-0.372970282666667	-0.379488052166667	-0.539634773333333	-0.47741528	-0.212464415	-0.61613038	-0.68045992
2	WALKING	-0.149609878333333	-0.385931384	-0.118923355833333	-0.243107094166667	-0.3401126445	-0.38173842	-0.38173842	-0.288584985	-0.4749114	-0.661827665	-0.3370260615	-0.3705238565	-0.500138688333333	-0.47045952	-0.230516935	-0.578488065	-0.69328834
2	WALKING	-0.124318164166667	-0.380208842333333	-0.1261458855	-0.246419001666667	-0.287213489166667	-0.35860448	-0.35860448	-0.24548749	-0.46971505	-0.58854053	-0.306770293	-0.301355824666667	-0.489082966666667	-0.46065639	-0.229538005	-0.55502718	-0.612965525
2	WALKING	-0.110886178	-0.3872282875	-0.197545594833333	-0.259079405	-0.287500735833333	-0.347871305	-0.347871305	-0.21781998	-0.472718445	-0.56050182	-0.299993425333333	-0.280307204333333	-0.498805758333333	-0.429685255	-0.213670095	-0.53716672	-0.582864635
2	WALKING	-0.1412519765	-0.381902759333333	-0.153418064166667	-0.271318811266667	-0.327043595	-0.377856765	-0.377856765	-0.25993726	-0.50773003	-0.607017235	-0.340873941666667	-0.345353203333333	-0.532132295	-0.47614922	-0.23526338	-0.57742346	-0.627074825
2	WALKING	-0.16903300769	-0.384305846166667	-0.0973177075	-0.277309097166667	-0.313147146833333	-0.421675765	-0.421675765	-0.30825661	-0.54556634	-0.663428235	-0.384605423333333	-0.39151482	-0.549041323333333	-0.524982645	-0.26135485	-0.63248334	-0.68692732
2	WALKING	-0.142510491	-0.374924269666667	-0.301335284166667	-0.289821404333333	-0.407936866666667	-0.393331195	-0.393331195	-0.364725805	-0.44349973	-0.69632571	-0.350542235	-0.443688736666667	-0.56188183	-0.50721388	-0.341819555	-0.554758235	-0.73074824
2	WALKING	-0.114406188333333	-0.381899787166667	-0.207319902	-0.286802295666667	-0.298916935166667	-0.340752365	-0.340752365	-0.236638115	-0.523950555	-0.67810149	-0.292714206666667	-0.329903838333333	-0.54460855	-0.46712453	-0.220969205	-0.65408958	-0.724254675
2	WALKING	-0.117587216366667	-0.392304500166667	-0.0317443283333333	-0.256523136666667	-0.279016973666667	-0.360329945	-0.360329945	-0.26642343	-0.49762076	-0.657607445	-0.294257372833333	-0.343788701666667	-0.51471791	-0.51162395	-0.268126735	-0.604533675	-0.70488108
2	WALKING	-0.133787615616667	-0.384928348333333	-0.150766902916667	-0.273870414333333	-0.278611421833333	-0.40250073	-0.40250073	-0.360417515	-0.51256775	-0.652844375	-0.340148926666667	-0.408270051666667	-0.538282963333333	-0.54101009	-0.371176855	-0.59581865	-0.687640195
2	WALKING	-0.135947471	-0.388979171166667	-0.2414379485	-0.288606069978333	-0.315352367	-0.373072355	-0.373072355	-0.285115495	-0.552418445	-0.657620805	-0.343406419	-0.362496246666667	-0.568863863333333	-0.470063765	-0.270967895	-0.62806305	-0.69685139
